numDoc,controle,autor,matricula,dataPronunciamento,resumo,legislatura,dataSessao
000000004,47102,DEPUTADO CORONEL HENRIQUE,26149,2021-12-13 20:00:00,"Presta homenagem à passagem do Dia do Marinheiro, celebrado anualmente em
13 de dezembro, data do nascimento do Almirante Joaquim Marques Lisboa,
Marquês de Tamandaré, patrono da Marinha",19,2021-12-13 20:00:00
000000005,47103,CMG. WASHINGTON LUIZ VIEIRA DE BARROS,,2021-12-13 20:00:00,"Agradece homenagem recebida pela passagem do Dia do Marinheiro, celebrado
anualmente em 13 de dezembro, data do nascimento do Almirante Joaquim
Marques Lisboa, Marquês de Tamandaré, patrono da Marinha",19,2021-12-13 20:00:00
000000006,47104,DEPUTADO CORONEL HENRIQUE,26149,2021-12-13 20:00:00,"Lê mensagem do presidente da Assembleia Legislativa, deputado Agostinho
Patrus que presta homenagem à passagem do Dia do Marinheiro, celebrado
anualmente em 13 de dezembro, data do nascimento do Almirante Joaquim
Marques Lisboa, Marquês de Tamandaré, patrono da Marinhao nascimento do
Almirante Joaquim Marques Lisboa, Marquês de Tamandaré, patrono da
Marinha",19,2021-12-13 20:00:00
000000007,47105,DEPUTADO CORONEL HENRIQUE,26149,2021-12-13 20:00:00,"Agradece ao deputado Zé Reis que ofereceu-lhe a oportunidade de realizar
uma sessão. Solicita ao comandante Vieira Barros que ocupe espaço em
frente à Mesa diretora para uma foto oficial do evento.",19,2021-12-13 20:00:00
000000001,47098,SRA. CÁRMEN LÚCIA ANTUNES ROCHA,,2021-12-13 17:00:00,"Presta homenagem à Associação Cultural Sempre um Papo pelo transcurso de
35 anos de sua fundação.",19,2021-12-13 17:00:00
000000002,47100,SR. AFONSO BORGES,,2021-12-13 17:00:00,"Agradece a homenagem recebida pelo transcurso dos 35 anos da Associação
Cultural Sempre um Papo.",19,2021-12-13 17:00:00
000000003,47101,DEPUTADO AGOSTINHO PATRUS,15245,2021-12-13 17:00:00,"Presta homenagem à Associação Cultural Sempre um Papo pelo transcurso de
35 anos de sua fundação.",19,2021-12-13 17:00:00
000000008,47094,DEPUTADA ANA PAULA SIQUEIRA,19150,2021-12-09 20:00:00,"Presta homenagem à Associação dos Cuidadores de Idosos de Minas Gerais
pelo transcurso de seus 15 anos de criação.",19,2021-12-09 20:00:00
000000009,47095,SR. JORGE ROBERTO,,2021-12-09 20:00:00,"Agradece a homenagem recebida pelo transcurso dos 15 anos da Associação
dos Cuidadores de Idosos de Minas Gerais.",19,2021-12-09 20:00:00
000000010,47096,SRA. GIOVANNA SIMEONE,,2021-12-09 20:00:00,"Agradece a homenagem recebida pelo transcurso dos 15 anos da Associação
dos Cuidadores de Idosos de Minas Gerais.",19,2021-12-09 20:00:00
000000011,47097,DEPUTADA ANA PAULA SIQUEIRA,19150,2021-12-09 20:00:00,"Lê mensagem do presidente da Assembleia Legislativa, deputado Agostinho
Patrus, por ocasião do transcurso dos 15 anos de criação da Associação de
Idosos de Minas Gerais",19,2021-12-09 20:00:00
000000012,47089,DEPUTADO ANTONIO CARLOS ARANTES,7327,2021-12-02 09:00:00,"Presta  homenagem ao Sr. Flávio Augusto Viana Rocha, almirante de
Esquadra, por ter elevado Minas Gerais a grande patamar operacional e de
gestão administrativa perante a Marinha do Brasil.",19,2021-12-02 09:00:00
000000013,47090,DEPUTADO CORONEL HENRIQUE,26149,2021-12-02 09:00:00,"Presta  homenagem ao Sr. Flávio Augusto Viana Rocha, almirante de
Esquadra, por ter elevado Minas Gerais a grande patamar operacional e de
gestão administrativa perante a Marinha do Brasil.",19,2021-12-02 09:00:00
000000014,47091,FLÁVIO AUGUSTO VIANA ROCHA,,2021-12-02 09:00:00,"Agradece a homenagem recebida por ter elevado Minas Gerais a grande
patamar operacional e de gestão administrativa perante a Marinha do
Brasil.",19,2021-12-02 09:00:00
000000015,47092,DEPUTADO ANTONIO CARLOS ARANTES,7327,2021-12-02 09:00:00,"Lê mensagem do presidente da Assembleia Legislativa, deputado Agostinho
Patrus, por ocasião da homenagem",19,2021-12-02 09:00:00
000000016,47093,FLÁVIO AUGUSTO VIANA ROCHA,,2021-12-02 09:00:00,"Agradece a apresentação musical em sua homenagem, por ter elevado Minas
Gerais a grande patamar operacional e de gestão administrativa perante a
Marinha do Brasil. Manifesta apreço pelo Estado de Minas.",19,2021-12-02 09:00:00
000000017,47085,DEPUTADO DOUGLAS MELO,22531,2021-11-29 20:00:00,"Presta homenagem aos trabalhadores da saúde pela atuação no combate à
pandemia de Covid-19.",19,2021-11-29 20:00:00
000000018,47086,SRA. LISLEY DE SOUZA GOULART,,2021-11-29 20:00:00,"Agradece a homenagem aos trabalhadores da saúde pela atuação no combate
à pandemia de Covid-19.",19,2021-11-29 20:00:00
000000019,47087,SR. FÁBIO BACCHERETTI VITOR,,2021-11-29 20:00:00,"Presta homenagem aos trabalhadores da saúde pela atuação no combate à
pandemia de Covid-19.",19,2021-11-29 20:00:00
000000020,47088,DEPUTADO DOUGLAS MELO,22531,2021-11-29 20:00:00,"Lê mensagem do presidente da Assembleia Legislativa, deputado Agostinho
Patrus, por ocasião da homenagem aos trabalhadores da saúde pela atuação
no combate à pandemia de Covid-19.",19,2021-11-29 20:00:00
000000021,47072,DEPUTADO AGOSTINHO PATRUS,15245,2021-11-26 09:00:00,"Registra as presenças dos Srs. Carlos Eduardo Leite, secretário
municipal de Segurança e Trânsito, representando o prefeito de Nova
Lima, João Marcelo Pereira; Arnaldo de Oliveira, prefeito  municipal de
Igarapé; Antônio Adôniso, prefeito de Juatuba; e Felipe Gonçalves,
prefeito de Rio Acima. Informa sobre as formas de a população participar
da reunião.",19,2021-11-26 09:00:00
000000022,47073,FERNANDO MARCATO,,2021-11-26 09:00:00,"Comenta a proposta de traçado do rodoanel e seus impactos para a Região
Metropolitana de Belo Horizonte.",19,2021-11-26 09:00:00
000000023,47074,VITTORIO MEDIOLI,,2021-11-26 09:00:00,"Comenta a proposta de traçado do rodoanel e seus impactos para a Região
Metropolitana de Belo Horizonte.",19,2021-11-26 09:00:00
000000024,47075,ALEXANDRE KALIL,,2021-11-26 09:00:00,"Comenta a proposta de traçado do rodoanel e seus impactos para a Região
Metropolitana de Belo Horizonte.",19,2021-11-26 09:00:00
000000025,47076,AVIMAR DE MELO BARCELOS,,2021-11-26 09:00:00,"Pesar pelas vítimas do rompimento da barragem da Vale no Município de
Brumadinho. Comenta a proposta de traçado do rodoanel e seus impactos
para a Região Metropolitana de Belo Horizonte. Comenta a proposta de
traçado do rodoanel e seus impactos para a Região Metropolitana de Belo
Horizonte.",19,2021-11-26 09:00:00
000000026,47077,MARÍLIA CAMPOS,,2021-11-26 09:00:00,"Comenta a proposta de traçado do rodoanel e seus impactos para a Região
Metropolitana de Belo Horizonte.",19,2021-11-26 09:00:00
000000027,47078,DEPUTADO AGOSTINHO PATRUS,15245,2021-11-26 09:00:00,"Coordena o debate sobre a proposta de traçado do rodoanel e seus
impactos para a Região Metropolitana de Belo Horizonte. Pesar pelos
falecidos em decorrência da Covid-19.",19,2021-11-26 09:00:00
000000028,47079,DEPUTADO AGOSTINHO PATRUS,15245,2021-11-26 09:00:00,"Comenta a proposta de traçado do rodoanel e seus impactos para a Região
Metropolitana de Belo Horizonte.",19,2021-11-26 09:00:00
000000029,47067,DANUSA CARVALHO,,2021-11-18 16:00:00,"Lançamento em Minas Gerais da campanha “Natal sem fome” e assinatura da
carta manifesto de apoio a essa iniciativa para ampliação do seu alcance
e objetivos.",19,2021-11-18 16:00:00
000000030,47068,CARLOS RUBENS DONÉ,,2021-11-18 16:00:00,"Lançamento em Minas Gerais da campanha “Natal sem fome” e assinatura da
carta manifesto de apoio a essa iniciativa para ampliação do seu alcance
e objetivos.",19,2021-11-18 16:00:00
000000031,47069,DEPUTADO AGOSTINHO PATRUS,15245,2021-11-18 16:00:00,"Lançamento em Minas Gerais da campanha “Natal sem fome” e assinatura da
carta manifesto de apoio a essa iniciativa para ampliação do seu alcance
e objetivos.",19,2021-11-18 16:00:00
000000032,47070,MAURÍCIO TIZUMBA,,2021-11-18 16:00:00,"Lançamento em Minas Gerais da campanha “Natal sem fome” e assinatura da
carta manifesto de apoio a essa iniciativa para ampliação do seu alcance
e objetivos.",19,2021-11-18 16:00:00
000000033,47071,DEPUTADO AGOSTINHO PATRUS,15245,2021-11-18 16:00:00,"Agradece a apresentação do cantor Maurício Tizumba e do grupo Tambor
Mineiro por ocasião do lançamento em Minas Gerais da campanha “Natal sem
fome” e da assinatura da carta manifesto de apoio a essa iniciativa para
ampliação do seu alcance e objetivos.",19,2021-11-18 16:00:00
000000053,47061,DEPUTADA ANA PAULA SIQUEIRA,19150,2021-11-17 14:00:00,"Manifesta posição contrária ao projeto de lei que define os limites e
amplia o Monumento Natural Estadual da Serra da Moeda - Monae - e dá
outras providências. Presta homenagem pelo transcurso do dia dos
conselheiros e conselheiras tutelares.",19,2021-11-17 14:00:00
000000054,47062,DEPUTADO ARLEN SANTIAGO,9652,2021-11-17 14:00:00,"Comemora a publicação do edital para as obras de pavimentação da Rodovia
BR-135, entre os Municípios de Itacarambi, Missões e Manga. Informa
sobre a aprovação de projeto de lei de sua autoria que estabelece
diretrizes gerais para o atendimento prestado pelo Sistema Único de
Saúde – SUS – às pessoas acometidas por síndrome de fibromialgia ou
fadiga crônica.",19,2021-11-17 14:00:00
000000055,47063,DEPUTADO CARLOS PIMENTA,7758,2021-11-17 14:00:00,"Critica o descomissionamento (desativação) da barragem de Caatinga, no
Município de Bocaiuva. Denuncia a destruição de pequizeiros no Município
de Francisco Dumont. Defende crédito para a população ter acesso à
energia fotovoltaica.",19,2021-11-17 14:00:00
000000056,47064,DEPUTADO ELISMAR PRADO,18852,2021-11-17 14:00:00,"Destaca a importância do lançamento da pedra fundamental da unidade do
Hospital de Amor que será construído no Município de Patrocínio,
referência no tratamento de câncer pelo Sistema Único de Saúde - SUS.",19,2021-11-17 14:00:00
000000057,47065,DEPUTADO CLEITINHO AZEVEDO,26101,2021-11-17 14:00:00,Critica a quantidade de funcionários do Supremo Tribunal Federal - STF.,19,2021-11-17 14:00:00
000000058,47066,DEPUTADO CORONEL HENRIQUE,26149,2021-11-17 14:00:00,"Agradece a aprovação do projeto de lei de sua autoria que declara
patrimônio cultural imaterial de Minas Gerais o processo de fabricação
do doce de leite Viçosa, produzido no Município de Viçosa. Informa sobre
posse da nova diretoria da Federação da Agricultura e Pecuária do Estado
de Minas Gerais - Faemg.",19,2021-11-17 14:00:00
000000034,47042,DEPUTADO ARLEN SANTIAGO,9652,2021-11-17 10:00:00,"Solicita apoio a projeto de lei de sua autoria que estabelece diretrizes
gerais para o atendimento prestado pelo Sistema Único de Saúde – SUS –
às pessoas acometidas por síndrome de fibromialgia ou fadiga crônica.
Informa sobre a publicação de edital para a licitação do projeto
ambiental e do início das obras da Rodovia BR-135 no trecho entre os
Municípios de Itacarambi, Missões e Montalvânia.",19,2021-11-17 10:00:00
000000035,47043,DEPUTADO ANTONIO CARLOS ARANTES,7327,2021-11-17 10:00:00,"Solicita apoio a projeto de lei de sua autoria que autoriza o Poder
Executivo a doar ao Município de Nepomuceno o imóvel que especifica
(destinação: implantação da sede do Centro de Atendimento Psicossocial –
Caps).",19,2021-11-17 10:00:00
000000036,47044,DEPUTADO ALENCAR DA SILVEIRA JR.,7752,2021-11-17 10:00:00,"Declara posição favorável ao projeto de lei que declara patrimônio
cultural imaterial de Minas Gerais o processo de fabricação do doce de
leite Viçosa, produzido no Município de Viçosa. Informa sobre quórum
exigido para votação de proposta de emenda à Constituição. Informa sobre
projeto de lei de sua autoria que dispõe sobre o sistema de revista nos
estabelecimentos prisionais do Estado e dá outras providências.",19,2021-11-17 10:00:00
000000037,47045,DEPUTADO CORONEL HENRIQUE,26149,2021-11-17 10:00:00,"Solicita apoio a projeto de lei de sua autoria que declara patrimônio
cultural imaterial de Minas Gerais o processo de fabricação do doce de
leite Viçosa, produzido no Município de Viçosa.",19,2021-11-17 10:00:00
